geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01002365,Havering,4,3,1,2,,9,1,10,7,26,63
E01002415,Hillingdon,4,1,5,0,,1,1,3,21,27,63
E01002813,Kensington and Chelsea,3,8,3,2,1,7,0,13,15,11,63
E01003080,Lambeth,1,7,2,2,0,6,2,7,15,21,63
E01003421,Merton,2,8,1,2,,7,3,5,9,26,63
E01003484,Newham,4,4,2,1,,1,,7,22,22,63
E01003597,Newham,3,1,6,0,3,3,,6,14,27,63
E01003649,Redbridge,1,6,5,0,,4,3,2,20,22,63
E01003652,Redbridge,3,12,5,1,,5,,1,22,14,63
E01003809,Richmond upon Thames,5,12,4,,,1,2,6,19,14,63
E01003954,Southwark,10,6,,2,2,1,2,11,12,17,63
E01004081,Sutton,15,3,0,1,,5,1,3,15,20,63
E01004162,Sutton,7,3,3,1,,4,1,13,6,25,63
E01004594,Wandsworth,4,3,3,1,,4,1,25,11,11,63
E01004635,Wandsworth,8,5,1,1,,8,0,4,12,24,63
E01004642,Wandsworth,10,9,2,,,4,0,5,9,24,63
E01000173,Barnet,5,9,1,1,,0,1,4,27,14,62
E01000399,Bexley,5,3,3,1,,1,,6,20,23,62
E01000567,Brent,7,10,6,2,1,2,1,11,7,15,62
E01000685,Bromley,4,5,1,1,1,12,1,5,13,19,62
E01000687,Bromley,2,3,0,1,,2,0,21,15,18,62
E01000694,Bromley,0,6,1,0,,2,0,6,13,34,62
E01000813,Bromley,3,4,,1,,7,2,19,15,11,62
E01000966,Camden,3,4,1,,0,0,1,15,27,11,62
E01001060,Croydon,8,2,1,2,,3,,6,12,28,62
E01001093,Croydon,5,10,2,0,3,2,,5,13,22,62
E01001098,Croydon,3,8,2,2,,1,0,5,29,12,62
E01001099,Croydon,6,3,3,0,2,4,0,5,13,26,62
E01001374,Ealing,3,6,2,1,1,4,0,7,13,25,62
E01001384,Ealing,3,12,0,1,,3,1,12,13,17,62
E01002416,Hillingdon,5,4,0,1,,3,1,3,19,26,62
E01002613,Hounslow,6,3,3,0,0,3,0,5,11,31,62
E01002654,Hounslow,9,1,1,2,,3,1,3,10,32,62
E01003233,Lewisham,4,7,5,3,,5,,7,11,20,62
E01003271,Lewisham,7,6,3,,,6,,9,20,11,62
E01003579,Newham,7,6,4,2,,3,1,10,5,24,62
E01004135,Sutton,3,4,1,1,,2,0,8,23,20,62
E01004520,Wandsworth,3,4,1,2,,14,0,8,5,25,62
E01004547,Wandsworth,4,10,2,,0,3,0,9,14,20,62
E01004625,Wandsworth,1,3,3,,,5,2,6,31,11,62
E01004638,Wandsworth,6,18,1,,,2,2,8,23,2,62
E01033325,Lewisham,5,1,3,1,0,11,3,11,1,26,62
E01033710,Hackney,6,14,3,0,,2,2,8,8,19,62
E01000121,Barnet,4,6,2,0,,8,,6,5,30,61
E01000165,Barnet,7,4,1,1,0,4,,8,14,22,61
E01000230,Barnet,3,9,2,0,,6,,7,17,17,61
E01000277,Barnet,11,3,3,2,,2,2,7,17,14,61
E01000485,Brent,8,4,3,0,0,3,3,3,6,31,61
E01000715,Bromley,5,11,2,2,,7,,2,14,18,61
E01000878,Camden,2,12,2,,,2,1,11,18,13,61
E01000884,Camden,4,4,1,,,2,1,12,29,8,61
E01000911,Camden,5,4,1,1,0,2,1,11,12,24,61
E01000987,Croydon,2,4,6,1,1,2,1,12,13,19,61
E01001046,Croydon,4,13,2,2,,1,0,1,15,23,61
E01001072,Croydon,7,7,4,1,,7,1,6,10,18,61
E01001454,Enfield,1,2,4,0,0,1,0,5,24,24,61
E01002109,Harrow,5,6,3,0,0,7,1,8,9,22,61
E01002110,Harrow,6,5,3,1,,7,1,8,13,17,61
E01002153,Harrow,6,7,2,1,,2,2,5,21,15,61
E01002170,Harrow,5,1,4,0,,1,,6,13,31,61
E01002191,Harrow,3,4,4,1,,4,2,5,6,32,61
E01002203,Harrow,8,13,2,1,,2,2,3,15,15,61
E01002292,Havering,3,5,4,0,1,5,2,4,14,23,61
E01002395,Hillingdon,3,5,3,1,,1,0,1,22,25,61
E01002463,Hillingdon,2,5,5,3,,6,1,5,21,13,61
E01002468,Hillingdon,8,6,4,0,,5,1,6,18,13,61
E01002478,Hillingdon,12,5,3,2,,6,0,8,11,14,61
E01002992,Kingston upon Thames,7,5,2,1,0,4,0,9,5,28,61
E01003091,Lambeth,2,9,4,2,,5,1,13,9,16,61
E01003811,Richmond upon Thames,1,10,4,,0,8,,9,12,17,61
E01003859,Richmond upon Thames,7,6,2,1,0,4,1,7,11,22,61
E01003894,Richmond upon Thames,7,10,2,1,,8,0,8,10,15,61
E01004051,Southwark,5,9,2,,0,4,1,14,10,16,61
E01004139,Sutton,2,4,1,1,1,8,1,6,9,28,61
E01004737,Westminster,3,3,7,0,1,4,0,11,2,30,61
E01033133,Wandsworth,1,4,3,0,,7,1,2,8,35,61
E01000038,Barking and Dagenham,5,4,4,2,,9,1,6,5,24,60
E01000287,Barnet,6,2,4,2,,7,,7,7,25,60
E01000320,Barnet,4,4,4,0,1,4,2,7,19,15,60
E01000376,Bexley,13,0,1,1,,3,2,6,12,22,60
E01000563,Brent,2,8,2,0,0,6,1,3,24,14,60
E01000647,Bromley,8,4,2,1,,2,1,5,12,25,60
E01000655,Bromley,3,3,3,0,,2,2,15,10,22,60
E01000680,Bromley,4,11,3,2,,5,,10,15,10,60
E01000731,Bromley,10,2,3,1,,2,,4,15,23,60
E01001059,Croydon,10,1,0,0,,3,,3,16,27,60
E01001071,Croydon,6,3,0,2,,3,,9,17,20,60
E01001189,Croydon,6,3,3,0,,4,1,9,13,21,60
E01001286,Ealing,2,3,5,,,3,0,3,11,33,60
E01001313,Ealing,8,10,1,0,,1,0,8,15,17,60
E01001565,Enfield,4,9,0,,0,3,,4,22,18,60
E01002477,Hillingdon,5,6,1,1,,,2,12,9,24,60
E01002943,Kingston upon Thames,11,0,3,2,0,6,0,10,5,23,60
E01003140,Lambeth,5,2,2,0,,4,1,7,12,27,60
E01003163,Lambeth,4,7,6,0,1,0,2,6,11,23,60
E01003670,Redbridge,2,8,,0,,4,,4,25,17,60
E01003775,Redbridge,3,11,1,,,5,2,5,17,16,60
E01003857,Richmond upon Thames,6,6,2,1,,4,1,15,11,14,60
E01004131,Sutton,5,8,1,1,0,0,1,6,16,22,60
E01004450,Waltham Forest,4,6,7,0,,3,1,4,22,13,60
E01004618,Wandsworth,9,5,1,1,,1,1,7,8,27,60
E01000175,Barnet,3,5,3,,,5,2,5,17,19,59
E01000213,Barnet,3,8,1,0,,6,,5,29,7,59
E01000225,Barnet,3,14,1,0,,1,,7,25,8,59
E01000297,Barnet,7,11,2,3,,4,1,5,15,11,59
E01000300,Barnet,6,7,2,0,,2,2,5,13,22,59
E01000400,Bexley,7,2,2,1,,5,0,8,9,25,59
E01000444,Bexley,6,6,2,1,1,1,0,8,12,22,59
E01000624,Brent,5,4,4,0,1,6,2,4,12,21,59
E01001102,Croydon,7,4,2,1,0,6,0,6,15,18,59
E01001120,Croydon,4,6,0,3,1,5,1,11,9,19,59
E01001281,Ealing,1,8,2,0,,2,4,7,19,16,59
E01001300,Ealing,7,6,,2,,6,1,6,14,17,59
E01001596,Greenwich,6,6,1,1,,4,2,1,15,23,59
E01002013,Haringey,2,8,2,,,2,3,7,18,17,59
E01002171,Harrow,5,5,1,4,1,3,0,7,16,17,59
E01002190,Harrow,5,11,2,1,,3,1,4,18,14,59
E01002265,Havering,3,4,10,2,1,5,1,10,9,14,59
E01002366,Havering,9,5,2,0,4,2,0,2,8,27,59
E01002934,Kingston upon Thames,4,3,1,0,,3,4,14,11,19,59
E01002996,Kingston upon Thames,4,6,3,3,,4,1,14,11,13,59
E01003161,Lambeth,7,7,2,1,1,2,2,12,15,10,59
E01003258,Lewisham,8,4,5,1,,6,1,9,10,15,59
E01003457,Merton,8,2,3,0,2,2,,3,14,25,59
E01003648,Redbridge,5,8,2,,,2,0,5,25,12,59
E01003804,Richmond upon Thames,3,11,1,,0,1,1,7,14,21,59
E01003813,Richmond upon Thames,4,14,0,0,,3,1,3,20,14,59
E01003845,Richmond upon Thames,4,3,5,,0,4,1,7,13,22,59
E01004112,Sutton,9,7,2,2,,2,,4,21,12,59
E01004160,Sutton,7,8,1,4,,5,,5,9,20,59
E01004168,Sutton,6,3,2,1,,3,1,7,13,23,59
E01004533,Wandsworth,7,2,1,1,1,9,1,7,7,23,59
E01004558,Wandsworth,1,12,,2,,9,0,13,12,10,59
E01032623,Sutton,1,15,4,,,3,1,6,15,14,59
E01000168,Barnet,1,9,,1,,3,1,5,23,15,58
E01000191,Barnet,2,3,2,2,0,6,1,6,25,11,58
E01000319,Barnet,2,10,1,,,3,,7,22,13,58
E01000347,Bexley,6,4,3,,2,4,1,9,5,24,58
E01000390,Bexley,4,2,8,0,2,6,2,10,11,13,58
E01000618,Brent,8,2,5,3,,4,0,8,6,22,58
E01000649,Bromley,8,7,2,1,,2,1,7,16,14,58
E01000691,Bromley,14,4,2,1,0,1,3,7,6,20,58
E01000697,Bromley,4,6,5,0,,5,2,9,18,9,58
E01000838,Bromley,3,3,0,0,,6,1,1,24,20,58
E01001026,Croydon,11,5,1,1,,4,,3,16,17,58
E01001105,Croydon,8,6,1,2,0,1,,7,8,25,58
E01001236,Ealing,4,7,0,0,0,11,3,3,16,14,58
E01001279,Ealing,3,6,,2,,1,1,1,33,11,58
E01001416,Enfield,2,10,1,0,,5,1,5,22,12,58
E01001680,Greenwich,6,1,2,1,,5,,10,16,17,58
E01001907,Hammersmith and Fulham,4,14,,,0,2,1,12,14,11,58
E01001916,Hammersmith and Fulham,2,6,9,1,,1,2,13,10,14,58
E01002121,Harrow,2,10,3,0,2,2,1,12,10,16,58
E01002196,Harrow,1,8,2,,,7,3,4,18,15,58
E01002259,Havering,4,5,4,0,,9,,3,13,20,58
E01002272,Havering,4,3,3,1,1,7,1,14,13,11,58
E01002450,Hillingdon,3,2,2,0,0,2,1,9,9,30,58
E01002659,Hounslow,4,3,2,1,,3,,8,9,28,58
E01002901,Kensington and Chelsea,6,4,5,,,5,0,12,13,13,58
E01003298,Lewisham,3,5,5,0,,2,0,12,6,25,58
E01003707,Redbridge,3,9,1,2,1,2,,4,23,13,58
E01003709,Redbridge,2,3,,2,0,3,0,2,28,18,58
E01003754,Redbridge,7,4,3,1,2,2,0,8,12,19,58
E01003838,Richmond upon Thames,2,7,2,1,,3,0,18,7,18,58
E01003849,Richmond upon Thames,7,9,1,,1,5,1,6,13,15,58
E01004465,Waltham Forest,4,1,5,1,,4,2,6,13,22,58
E01004491,Wandsworth,2,6,2,1,1,7,1,7,7,24,58
E01004521,Wandsworth,5,2,3,6,1,7,1,8,8,17,58
E01004544,Wandsworth,3,8,0,0,,3,3,14,13,14,58
E01032637,Southwark,2,9,1,,,5,2,30,3,6,58
E01033742,Greenwich,2,7,3,2,,3,1,7,6,27,58
E01000024,Barking and Dagenham,7,6,5,1,3,5,4,5,5,16,57
E01000254,Barnet,5,5,1,1,,3,4,4,20,14,57
E01000326,Bexley,13,2,4,3,0,4,0,2,12,17,57
E01000366,Bexley,5,1,4,2,,2,0,8,10,25,57
E01000585,Brent,4,6,0,,1,3,1,11,16,15,57
E01000653,Bromley,1,9,2,2,0,5,0,1,17,20,57
E01000880,Camden,3,6,0,2,,1,0,10,21,14,57
E01000962,Camden,5,7,1,1,,6,2,8,18,9,57
E01001296,Ealing,3,6,4,1,0,5,1,6,11,20,57
E01001521,Enfield,3,9,0,,1,3,0,4,20,17,57
E01001598,Greenwich,2,5,1,2,,3,0,5,22,17,57
E01001681,Greenwich,4,0,5,1,0,3,2,2,17,23,57
E01002269,Havering,3,3,1,2,0,3,0,8,7,30,57
E01002274,Havering,4,3,4,3,,2,,13,18,10,57
E01002301,Havering,5,4,2,2,0,0,1,8,11,24,57
E01003138,Lambeth,2,11,4,1,,1,1,4,22,11,57
E01003528,Newham,3,1,2,1,,3,3,8,11,25,57
E01003749,Redbridge,5,1,0,0,1,5,0,8,17,20,57
E01003796,Redbridge,5,5,8,2,,2,1,1,21,12,57
E01003810,Richmond upon Thames,6,2,1,1,,9,0,6,11,21,57
E01003814,Richmond upon Thames,8,6,1,0,0,3,1,5,9,24,57
E01003863,Richmond upon Thames,3,7,3,1,1,4,1,16,10,11,57
E01004292,Tower Hamlets,1,14,2,,,4,1,11,7,17,57
E01004359,Waltham Forest,5,6,1,,,2,,5,14,24,57
E01004505,Wandsworth,3,19,1,0,1,2,1,8,11,11,57
E01004640,Wandsworth,5,13,,2,,2,1,11,13,10,57
E01004729,Westminster,2,6,2,0,0,9,1,8,9,20,57
E01033590,Redbridge,5,2,,5,0,2,0,7,2,34,57
E01000051,Barking and Dagenham,1,2,5,2,,1,2,9,1,33,56
E01000183,Barnet,3,10,,1,,1,1,8,15,17,56
E01000229,Barnet,4,5,5,0,,8,0,7,8,19,56
E01000269,Barnet,3,4,1,2,1,4,2,7,17,15,56
E01000370,Bexley,4,6,4,0,,10,0,11,8,13,56
E01000539,Brent,10,2,8,0,,2,2,11,7,14,56
E01000698,Bromley,12,5,1,,1,2,,4,16,15,56
E01000752,Bromley,8,5,2,2,0,3,0,16,9,11,56
E01000767,Bromley,0,5,3,1,1,1,1,6,16,22,56
E01000991,Croydon,3,2,8,0,1,6,,5,17,14,56
E01001018,Croydon,11,2,2,0,,1,1,8,11,20,56
E01001295,Ealing,3,2,3,1,,5,1,3,11,27,56
E01002025,Haringey,3,12,3,0,,1,2,4,21,10,56
E01002201,Harrow,2,13,4,1,,2,,9,15,10,56
E01002383,Havering,0,2,4,1,,5,,7,19,18,56
E01002434,Hillingdon,2,5,2,2,,6,1,9,20,9,56
E01002516,Hillingdon,4,5,3,1,0,4,1,4,17,17,56
E01002653,Hounslow,2,1,8,1,,5,1,2,13,23,56
E01002824,Kensington and Chelsea,3,5,2,,1,7,2,14,7,15,56
E01002837,Kensington and Chelsea,0,12,1,,,3,1,9,16,14,56
E01003006,Kingston upon Thames,7,6,3,0,,3,,11,9,17,56
E01003158,Lambeth,4,8,,,,6,4,7,15,12,56
E01003270,Lewisham,1,8,2,0,0,7,,5,11,22,56
E01003280,Lewisham,4,2,1,2,1,6,0,3,11,26,56
E01003368,Merton,6,2,2,4,,6,1,5,6,24,56
E01003467,Merton,5,10,1,0,1,3,1,2,11,22,56
E01004080,Sutton,3,7,4,1,1,4,0,3,21,12,56
E01004097,Sutton,5,5,4,1,1,2,,2,14,22,56
E01004136,Sutton,6,2,1,1,0,0,0,3,29,14,56
E01004343,Waltham Forest,0,8,2,0,,1,0,4,24,17,56
E01004360,Waltham Forest,8,9,0,0,,0,,4,21,14,56
E01004490,Wandsworth,0,7,2,1,2,5,0,9,14,16,56
E01004498,Wandsworth,5,3,2,1,0,8,1,11,9,16,56
E01000172,Barnet,0,9,0,2,4,6,,4,16,14,55
E01000272,Barnet,1,8,,0,1,2,2,6,24,11,55
E01000325,Bexley,10,4,3,2,1,2,,8,8,17,55
E01000364,Bexley,4,2,4,1,1,6,0,7,11,19,55
E01000384,Bexley,6,4,0,2,0,1,1,2,9,30,55
E01000486,Brent,9,5,3,2,0,0,0,4,13,19,55
E01000827,Bromley,5,6,1,,1,7,0,4,17,14,55
E01001024,Croydon,4,4,4,1,1,2,1,4,14,20,55
E01001050,Croydon,7,5,5,1,,7,5,6,7,12,55
E01001083,Croydon,1,1,4,1,1,7,6,5,13,16,55
E01001274,Ealing,3,4,1,0,0,2,5,7,20,13,55
E01001567,Enfield,3,8,0,,,3,,4,15,22,55
E01002143,Harrow,6,5,4,1,,3,1,6,17,12,55
E01002322,Havering,4,3,1,1,,2,0,4,16,24,55
E01002916,Kingston upon Thames,3,3,5,0,,6,0,9,11,18,55
E01002944,Kingston upon Thames,6,4,1,1,,6,,6,10,21,55
E01003444,Merton,4,2,2,1,0,5,1,5,15,20,55
E01003458,Merton,2,2,2,0,1,4,2,14,10,18,55
E01003879,Richmond upon Thames,8,8,,,,4,1,11,9,14,55
E01003901,Richmond upon Thames,7,4,3,1,1,1,,6,8,24,55
E01004092,Sutton,2,10,0,,1,0,1,10,13,18,55
E01004478,Wandsworth,2,10,0,,0,1,1,11,28,2,55
E01004502,Wandsworth,3,2,4,1,,5,,8,19,13,55
E01033608,Westminster,3,6,2,0,0,6,2,8,5,23,55
E01033732,Greenwich,4,8,6,0,1,7,,3,5,21,55
E01000119,Barnet,2,9,2,1,1,4,1,6,14,14,54
E01000187,Barnet,5,4,0,0,,7,2,5,8,23,54
E01000424,Bexley,7,3,2,0,2,3,1,2,17,17,54
E01000656,Bromley,5,1,2,2,,6,2,3,13,20,54
E01000690,Bromley,1,5,2,0,,2,2,21,8,13,54
E01000837,Bromley,6,6,1,2,0,5,1,6,12,15,54
E01001022,Croydon,4,3,0,6,1,6,,5,7,22,54
E01001103,Croydon,1,4,1,1,,2,3,11,13,18,54
E01002328,Havering,7,3,2,,,4,0,2,17,19,54
E01002334,Havering,4,6,5,2,,5,,3,15,14,54
E01002362,Havering,3,4,4,0,1,1,3,5,14,19,54
E01002534,Hillingdon,2,5,3,2,,5,,5,10,22,54
E01002571,Hounslow,2,10,1,2,,4,,7,16,12,54
E01002991,Kingston upon Thames,4,2,6,0,,4,2,11,9,16,54
E01002998,Kingston upon Thames,6,5,2,1,,2,0,4,14,20,54
E01003009,Kingston upon Thames,3,9,2,1,3,0,,3,8,25,54
E01003404,Merton,2,8,2,2,1,4,1,6,8,20,54
E01003417,Merton,7,6,3,2,,2,2,0,17,15,54
E01003463,Merton,7,10,,,,2,,6,10,19,54
E01003797,Richmond upon Thames,4,5,2,1,,0,,8,22,12,54
E01003840,Richmond upon Thames,2,8,6,0,,2,1,9,13,13,54
E01003893,Richmond upon Thames,3,8,3,0,,2,1,17,7,13,54
E01004049,Southwark,3,5,4,,1,2,2,13,7,17,54
E01004441,Waltham Forest,0,4,3,,,0,4,14,11,18,54
E01032563,Bromley,6,6,1,1,1,2,0,3,23,11,54
E01033582,Newham,5,12,2,1,,4,1,5,6,18,54
E01000339,Bexley,8,2,3,0,,5,,3,15,17,53
E01000369,Bexley,8,,3,1,1,5,0,1,9,25,53
E01000458,Bexley,3,,,4,,6,1,2,11,26,53
E01000566,Brent,2,5,3,0,,4,0,3,19,17,53
E01000573,Brent,6,3,2,4,1,5,2,3,9,18,53
E01000761,Bromley,3,2,2,,,5,,3,16,22,53
E01001002,Croydon,2,1,5,0,,3,1,4,15,22,53
E01001227,Ealing,5,2,,1,,3,,7,19,16,53
E01001379,Ealing,3,4,,,1,7,1,6,15,16,53
E01001422,Enfield,1,10,0,1,1,1,2,5,15,17,53
E01001453,Enfield,1,13,0,0,0,1,1,7,25,5,53
E01002480,Hillingdon,4,11,1,1,,0,1,6,22,7,53
E01003160,Lambeth,5,2,4,1,3,1,,2,12,23,53
E01003465,Merton,2,13,4,1,,3,,1,17,12,53
E01004047,Southwark,1,9,2,,,3,1,14,3,20,53
E01004196,Sutton,8,8,1,,0,5,1,4,6,20,53
E01004372,Waltham Forest,6,4,1,,,1,3,6,13,19,53
E01004532,Wandsworth,2,4,2,1,4,2,0,8,11,19,53
E01004651,Westminster,1,10,2,,,2,2,16,3,17,53
E01000263,Barnet,3,9,2,,,3,1,3,19,12,52
E01000267,Barnet,2,5,4,,,2,3,2,19,15,52
E01000288,Barnet,5,6,3,0,,2,1,4,14,17,52
E01000354,Bexley,6,2,1,2,,3,1,2,10,25,52
E01000437,Bexley,7,2,4,2,0,1,0,3,10,23,52
E01000989,Croydon,6,1,2,0,,2,1,5,13,22,52
E01001019,Croydon,2,3,2,1,1,3,2,4,8,26,52
E01001039,Croydon,2,4,0,,1,3,,4,15,23,52
E01001287,Ealing,8,2,,0,,0,0,4,10,28,52
E01001289,Ealing,6,2,1,1,,2,,5,12,23,52
E01001304,Ealing,7,12,2,1,0,1,,3,11,15,52
E01001421,Enfield,2,8,0,,,5,1,5,17,14,52
E01002155,Harrow,3,5,2,0,1,2,1,12,17,9,52
E01002210,Harrow,2,4,1,1,,0,,2,16,26,52
E01002254,Havering,2,3,4,1,,8,1,6,9,18,52
E01002427,Hillingdon,5,3,2,2,1,9,,8,14,8,52
E01002459,Hillingdon,4,4,1,,1,0,2,6,19,15,52
E01002963,Kingston upon Thames,8,5,,,,2,,13,5,19,52
E01003671,Redbridge,6,9,,,,0,,5,25,7,52
E01003710,Redbridge,1,9,,0,,2,0,3,24,13,52
E01003880,Richmond upon Thames,5,3,2,0,,3,2,8,11,18,52
E01004098,Sutton,3,2,3,1,,3,0,7,9,24,52
E01033592,Redbridge,1,4,0,,,1,1,8,16,21,52
E01000266,Barnet,4,5,1,,1,2,1,2,28,7,51
E01000371,Bexley,4,2,2,3,0,3,,4,17,16,51
E01000455,Bexley,2,1,3,0,,2,,2,13,28,51
E01000645,Bromley,1,5,2,6,,5,,8,13,11,51
E01000650,Bromley,3,6,1,1,,6,1,4,13,16,51
E01000701,Bromley,5,2,,0,,3,1,7,8,25,51
E01000732,Bromley,5,5,0,,1,4,0,3,19,14,51
E01000795,Bromley,5,2,0,,,4,0,4,10,26,51
E01001198,Ealing,5,3,2,2,,2,1,3,17,16,51
E01001208,Ealing,1,9,2,,,2,0,5,20,12,51
E01001226,Ealing,4,3,2,1,,7,0,5,12,17,51
E01001346,Ealing,4,4,3,3,,4,,4,12,17,51
E01001475,Enfield,1,4,1,0,,2,,3,22,18,51
E01002148,Harrow,4,4,1,1,1,5,2,4,19,10,51
E01002173,Harrow,6,5,4,0,,6,0,1,13,16,51
E01002270,Havering,4,2,3,1,,4,2,4,17,14,51
E01002317,Havering,4,3,,0,,2,4,8,13,17,51
E01002341,Havering,4,7,2,,,2,1,3,8,24,51
E01002430,Hillingdon,5,16,3,,,0,,4,16,7,51
E01002471,Hillingdon,3,3,3,4,,2,1,2,16,17,51
E01002967,Kingston upon Thames,5,6,6,0,1,0,1,7,5,20,51
E01003406,Merton,2,4,5,3,,4,,6,4,23,51
E01003874,Richmond upon Thames,7,7,,,,4,,8,2,23,51
E01004143,Sutton,4,1,1,2,1,9,0,6,8,19,51
E01000270,Barnet,5,1,2,5,,2,,3,20,12,50
E01000572,Brent,2,4,0,1,,2,0,7,15,19,50
E01000658,Bromley,6,2,2,19,0,2,0,4,8,7,50
E01000695,Bromley,5,9,2,1,0,2,0,6,12,13,50
E01001107,Croydon,2,7,3,1,,1,0,9,17,10,50
E01001133,Croydon,5,4,3,,1,0,0,6,12,19,50
E01001204,Ealing,5,1,0,1,,3,0,4,16,20,50
E01001350,Ealing,2,11,0,1,,0,0,4,16,16,50
E01001382,Ealing,4,1,0,,,1,9,4,15,16,50
E01002207,Harrow,1,3,2,1,,2,,5,16,20,50
E01002225,Harrow,3,8,7,1,,3,1,4,10,13,50
E01002318,Havering,6,8,2,0,1,1,,1,12,19,50
E01002323,Havering,4,8,2,2,1,6,,2,14,11,50
E01002343,Havering,6,2,,,,4,0,6,15,17,50
E01002435,Hillingdon,3,5,3,2,2,2,0,4,15,14,50
E01002438,Hillingdon,2,2,2,2,4,3,,4,5,26,50
E01003027,Lambeth,2,11,0,1,,1,2,7,17,9,50
E01003198,Lewisham,1,7,2,2,0,2,,5,7,24,50
E01003217,Lewisham,0,2,5,,,2,1,6,20,14,50
E01003442,Merton,5,6,3,2,,2,0,4,11,17,50
E01003468,Merton,2,6,0,0,2,1,2,7,8,22,50
E01003698,Redbridge,4,3,,,,2,,4,11,26,50
E01004079,Sutton,2,5,4,1,,1,1,6,22,8,50
E01004179,Sutton,8,5,1,,,6,1,3,11,15,50
E01004276,Tower Hamlets,0,10,2,3,,2,,5,7,21,50
E01033734,Greenwich,4,3,1,2,,4,0,6,6,24,50
E01000285,Barnet,4,8,0,1,,2,1,3,9,21,49
E01000363,Bexley,2,0,4,1,,4,1,8,10,19,49
E01000452,Bexley,6,3,0,1,0,4,1,3,17,14,49
E01000461,Bexley,5,1,0,,,2,1,2,11,27,49
E01000562,Brent,1,4,2,1,,3,1,5,13,19,49
E01000682,Bromley,2,6,3,2,,3,0,17,10,6,49
E01000830,Bromley,4,3,0,,,3,,5,25,9,49
E01001077,Croydon,5,1,1,1,1,4,2,3,12,19,49
E01001104,Croydon,2,3,1,2,0,1,2,5,19,14,49
E01001211,Ealing,3,4,1,1,0,4,1,3,14,18,49
E01002116,Harrow,1,7,1,1,,6,,5,12,16,49
E01002242,Harrow,5,2,2,2,,5,0,5,19,9,49
E01002428,Hillingdon,5,5,3,1,,2,1,4,11,17,49
E01002918,Kingston upon Thames,4,3,3,0,,2,4,3,5,25,49
E01003363,Merton,3,3,4,2,1,3,2,3,8,20,49
E01003466,Merton,2,8,1,0,,3,0,7,12,16,49
E01003474,Merton,7,9,2,,,3,1,4,21,2,49
E01003805,Richmond upon Thames,2,12,4,0,1,2,2,0,22,4,49
E01003871,Richmond upon Thames,3,5,1,1,,1,,9,11,18,49
E01003885,Richmond upon Thames,2,3,5,,1,5,0,13,9,11,49
E01004085,Sutton,2,9,4,,1,1,0,6,10,16,49
E01004104,Sutton,4,2,4,3,,6,2,6,10,12,49
E01004114,Sutton,2,9,5,0,,2,1,7,8,15,49
E01004115,Sutton,1,5,1,2,0,3,,5,13,19,49
E01004361,Waltham Forest,7,7,3,0,,2,,3,21,6,49
E01000120,Barnet,1,2,3,2,1,1,0,4,17,17,48
E01000122,Barnet,2,4,,0,,3,0,7,22,10,48
E01000279,Barnet,3,5,3,1,1,1,1,3,17,13,48
E01000280,Barnet,1,5,1,0,,1,2,5,21,12,48
E01000349,Bexley,7,3,0,,,4,2,6,12,14,48
E01000350,Bexley,5,4,1,,0,1,1,10,11,15,48
E01000426,Bexley,2,7,3,1,0,4,0,4,6,21,48
E01000442,Bexley,5,2,1,1,,3,,4,11,21,48
E01000716,Bromley,4,5,3,0,,0,,11,12,13,48
E01000762,Bromley,8,1,2,1,0,6,1,9,8,12,48
E01000840,Bromley,4,1,6,2,,3,,5,17,10,48
E01001017,Croydon,3,6,4,2,,5,1,3,16,8,48
E01001541,Enfield,4,4,2,1,,2,,7,15,13,48
E01001601,Greenwich,2,8,0,0,,5,1,1,10,21,48
E01001605,Greenwich,6,4,1,,2,3,1,5,14,12,48
E01002188,Harrow,4,10,,0,0,2,0,1,20,11,48
E01002195,Harrow,1,4,2,0,0,3,0,10,8,20,48
E01002922,Kingston upon Thames,1,4,1,1,0,8,,7,9,17,48
E01002937,Kingston upon Thames,2,5,7,0,0,0,3,9,8,14,48
E01002940,Kingston upon Thames,6,1,2,1,,6,,6,2,24,48
E01002986,Kingston upon Thames,5,7,4,0,1,5,0,5,5,16,48
E01003694,Redbridge,3,4,2,,1,0,0,7,14,17,48
E01003774,Redbridge,2,1,1,,0,1,,5,25,13,48
E01003818,Richmond upon Thames,3,6,2,,,2,5,9,5,16,48
E01003824,Richmond upon Thames,5,7,0,1,0,5,0,9,7,14,48
E01004082,Sutton,2,10,5,1,,2,,1,16,11,48
E01004084,Sutton,6,8,4,1,,1,,3,12,13,48
E01004556,Wandsworth,4,10,0,0,,2,1,12,10,9,48
E01033574,Newham,1,4,1,0,,2,6,13,7,14,48
E01000275,Barnet,3,4,,2,,3,1,13,7,14,47
E01000398,Bexley,7,2,1,1,1,5,,1,6,23,47
E01000419,Bexley,9,1,1,,2,2,1,5,6,20,47
E01000471,Brent,9,2,1,1,,3,0,6,8,17,47
E01000652,Bromley,4,7,2,1,,3,,6,18,6,47
E01000818,Bromley,0,4,0,,,1,,2,29,11,47
E01000874,Camden,1,7,1,0,,2,1,7,14,14,47
E01001030,Croydon,3,6,0,,,2,,7,15,14,47
E01001096,Croydon,4,3,2,1,,3,,1,18,15,47
